Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Operating Margin,Price to Sales Ratio,Quick Ratio,Interest Coverage Ratio,Enterprise Value,Enterprise Value to EBITDA,PEG Ratio,Total Debt,Total Stockholder Equity,Symbol,Error
25.003952,20.674047,6.481557,Not Available,6.16,0.24995,89.316,697061888,0.15774,2.2306578,1.29,Not Available,17638350848,16.411,Not Available,1990935000.0,Not Available,RPM,
47.98387,24.233885,3.1595159,Not Available,5.09,0.068179995,78.236,765887488,0.16184999,3.9553096,0.726,Not Available,20761729024,17.303,Not Available,3061600000.0,Not Available,RBA,
12.303595,10.175438,1.8454533,Not Available,18.16,0.16341,76.373,696929152,0.09694,0.79067546,1.154,Not Available,17272244224,8.132,Not Available,4785783000.0,Not Available,UHS,
42.408165,56.162163,1.6972965,Not Available,0.25,0.04085,96.594,374706880,0.16525999,5.6861444,1.429,Not Available,23909304320,17.074,Not Available,6156299000.0,Not Available,DOC,
,,,,,,,,,,,,,,,,,SREA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CAG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,WMG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LPLA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NWS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SWKS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LNT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,APOS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UDR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DLTR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BIP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CPB,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,PNR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UTHR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,KEY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,IEX,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,TOL,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RVTY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,WES,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GFL,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ENPH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AKAM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AMH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,TOST,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,USFD,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BSY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MRO,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BPYPM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NWSA,"HTTPSConnectionPool(host='www.yahoo.com', port=443): Max retries exceeded with url: /?guccounter=1 (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
,,,,,,,,,,,,,,,,,SNA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NTNX,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,OC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,PARAA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UWMC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,H,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NDSN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RGA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CF,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,TRMB,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UHAL,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DPZ,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AZPN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GWRE,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,EVRG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GGG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GLPI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,VIK,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CASY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,VTRS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ELS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CAVA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ZG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,WPC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,IBKR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RNR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DVA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AGR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SNN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,POOL,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AFRM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CNA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CHWY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GRAB,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LOGI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MORN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,REG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CE,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AES,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LAMR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BPYPP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CPT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RIVN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BMRN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RDY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,YUMC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ACM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CLH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SYM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SRAD,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,EQH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FTAI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,JKHY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CNH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MNDY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BXP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SJM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,EXAS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ARCC,Expecting value: line 1 column 1 (char 0)
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,INCY,
Not Available,-19.616728,3.105658,Not Available,-4.71,-0.21063,0.818,-404953120,Not Available,Not Available,17.759,Not Available,8478991360,-14.155,Not Available,Not Available,Not Available,PCVX,
44.668835,32.8412,9.758831,Not Available,4.41,0.26075,255.881,-789750016,0.09352,1.9795535,0.923,Not Available,19835572224,16.461,Not Available,3335000000.0,Not Available,XPO,
Not Available,172.339,1.3252084,Not Available,-0.08,0.00238,106.958,-2953499904,0.18639,2.3693047,0.348,Not Available,57890689024,18.765,Not Available,24767000000.0,Not Available,BEP,
50.565792,19.244541,2.7389352,Not Available,1.98,0.055760004,39.109,503975008,0.08452,2.527412,1.069,Not Available,13307752448,26.696,Not Available,1616800000.0,Not Available,JNPR,
6.602914,Not Available,0.57610554,Not Available,Not Available,-0.05207,155.145,-2921874944,0.41527998,Not Available,0.142,Not Available,118695141376,22.673,Not Available,40078000000.0,Not Available,BPYPO,
22.561531,Not Available,1.9270006,Not Available,Not Available,0.049429998,Not Available,Not Available,0.37295,2.118343,Not Available,Not Available,15867727872,Not Available,Not Available,2385483000.0,Not Available,VLYPO,
Not Available,-17.045134,26.825748,Not Available,-4.23,-8.90749,239.942,-378847872,-2.1273398,37.824623,5.827,Not Available,12664245248,-18.22,Not Available,1155313000.0,Not Available,INSM,
Not Available,29.784286,2.4776475,Not Available,2.9,-0.0231,19.892,764750016,-0.029409999,6.100155,1.661,Not Available,12741428224,-87.872,Not Available,1154000000.0,Not Available,OKTA,
55.438892,49.799637,5.0685697,Not Available,2.0,0.09782,80.523,3905875,0.059320003,2.4339004,0.242,Not Available,12219720704,25.814,Not Available,194939000.0,Not Available,FND,
38.603832,29.491585,11.257653,Not Available,16.99,0.335,19.122,811324224,0.1112,2.7512944,1.007,Not Available,17761916928,22.79,Not Available,39345000.0,Not Available,FIX,
34.617886,25.702164,6.1934547,Not Available,1.5,0.18655,55.515,359327360,0.13329001,2.6949766,1.111,Not Available,11746988032,20.697,Not Available,812634000.0,Not Available,TTEK,
17.752213,13.547554,1.7788417,Not Available,1.39,0.1028,60.937,1201750016,0.036730003,0.28024378,0.894,Not Available,27318601728,10.236,Not Available,7305000000.0,Not Available,PAA,
27.638744,17.141726,4.9000316,Not Available,15.4,0.19117,6.895,786502848,0.25844,5.493872,0.983,Not Available,14475094016,18.508,Not Available,,Not Available,FFIV,
20.520737,17.242535,7.3916893,Not Available,7.79,0.40822,162.864,483849984,0.22242,3.1183898,1.226,Not Available,13292582912,14.962,Not Available,1602400000.0,Not Available,ALLE,
22.684685,Not Available,1.9375192,Not Available,Not Available,0.049429998,Not Available,Not Available,0.37295,1.9817834,Not Available,Not Available,15937358848,Not Available,Not Available,2385483000.0,Not Available,VLYPP,
193.44737,13.39224,3.97846,Not Available,5.53,0.09747,254.041,1780499968,0.13064,1.5458754,0.723,Not Available,20036151296,10.889,Not Available,8303000000.0,Not Available,SOLV,
62.84544,43.100487,130.70073,Not Available,10.2,6.23942,318.905,637640256,0.30745,12.19786,0.933,Not Available,25022709760,44.672,Not Available,669878000.0,Not Available,UI,
38.202663,18.173492,5.3321915,Not Available,6.21,0.16348,10.526,328062496,0.29705998,6.4672036,3.977,Not Available,13562832896,21.597,Not Available,,Not Available,NBIX,
26.85034,20.421045,2.0484743,Not Available,3.77,0.06853,314.637,894939136,0.02696,0.43863374,0.349,Not Available,31532607488,34.017,Not Available,17959656000.0,Not Available,KMX,
12.4946375,10.692458,1.910041,Not Available,8.7,0.15925,90.817,510500000,0.14976,1.1562768,0.756,Not Available,15449478144,9.174,Not Available,4305000000.0,Not Available,EMN,
23.235956,23.395517,3.355781,Not Available,1.78,0.14032,102.347,469484992,0.45692003,8.814752,0.232,Not Available,12337378304,17.748,Not Available,2904676000.0,Not Available,CUBE,
16.563107,18.50747,1.7767131,Not Available,0.97,0.105229996,81.953,1161374976,0.08176,2.1623442,2.585,Not Available,17171439616,11.334,Not Available,3220000000.0,Not Available,HST,
25.591215,13.343456,1.5495234,Not Available,4.47,0.056739997,295.803,Not Available,0.15009,2.4904668,1.511,Not Available,-3562758656,Not Available,Not Available,14557555000.0,Not Available,JEF,
24.44991,17.23144,4.128248,Not Available,8.61,0.17489,115.173,481910752,0.0916,1.3775617,0.877,Not Available,14474753024,12.838,Not Available,1709831000.0,Not Available,TFII,
26.459047,15.97127,1.8689024,Not Available,16.18,0.07378,74.06,-938262528,0.0374,0.551709,0.66,Not Available,17112720384,14.599,Not Available,1389900000.0,Not Available,JLL,
15.411542,16.111547,10.667277,Not Available,10.01,0.60295,207.887,2188250112,0.05327,0.6157691,0.58,Not Available,17597437952,8.212,Not Available,2880000000.0,Not Available,JBL,
80.035194,59.05647,Not Available,Not Available,4.6,Not Available,Not Available,97486624,0.24951,13.489071,0.849,Not Available,8666334208,50.506,Not Available,712327000.0,Not Available,WING,
34.71334,30.965437,5.592781,Not Available,11.83,0.1741,47.549,418519872,0.19518,4.516853,1.319,Not Available,14664265728,21.463,Not Available,1045959000.0,Not Available,CW,
18.94723,17.762178,5.432332,Not Available,4.07,0.29544002,7.471,403024992,0.17793,2.6740181,0.964,Not Available,10299723776,12.73,Not Available,117300000.0,Not Available,AOS,
20.518797,7.1248617,2.7821388,Not Available,2.75,Not Available,55.369,Not Available,0.27096,2.5931168,1.053,Not Available,12605395968,6.191,Not Available,2032000000.0,Not Available,AU,
20.538464,15.343174,3.3281395,Not Available,2.78,0.15442,83.65,1271500032,0.048130002,0.6509525,0.72,Not Available,18150109184,11.351,Not Available,3261000000.0,Not Available,FLEX,
79.82105,34.527035,5.633311,Not Available,2.19,0.07287,18.653,232410496,0.18145001,10.284188,2.893,Not Available,12260143104,39.739,Not Available,319000000.0,Not Available,TECH,
76.129036,10.0916195,9.228123,Not Available,11.45,0.12274,115.87,-482010112,0.047509998,6.871293,2.451,Not Available,11487788032,95.999,Not Available,1132515000.0,Not Available,SRPT,
17.510368,15.39983,4.8013206,Not Available,22.48,0.27352,75.155,613763392,0.17804001,1.9256871,1.435,Not Available,11482036224,10.961,Not Available,1373028000.0,Not Available,BLD,
35.840828,21.069332,7.4577007,Not Available,4.76,0.22818,116.88,117191624,0.03973,0.68931115,1.355,Not Available,14028899328,20.814,Not Available,1420487000.0,Not Available,CHRW,
32.372696,15.642609,3.2208679,Not Available,5.63,0.10532,137.346,575825024,0.01397,0.2478108,0.673,Not Available,19406080000,13.804,Not Available,3198500000.0,Not Available,PFGC,
13.127359,10.116432,2.7824435,Not Available,2.75,0.21792999,111.806,572937472,0.16194999,1.1100978,1.0,Not Available,13221914624,7.633,Not Available,2917500000.0,Not Available,IPG,
29.75065,20.144976,3.6551626,Not Available,11.19,0.13094,4.654,629562880,0.15467,2.8022795,4.396,Not Available,11101059072,16.835,Not Available,26126000.0,Not Available,EPAM,
17.183332,10.929599,1.9067875,Not Available,0.88,0.118999995,25.096,738550016,0.3236,2.6251197,0.506,Not Available,14034720768,6.185,Not Available,2232600000.0,Not Available,KGC,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BIPJ,
22.428572,19.446754,6.8540626,Not Available,3.96,0.31045,296.598,472484256,0.20603001,2.6815863,0.429,Not Available,15769539584,12.896,Not Available,4649155000.0,Not Available,SCI,
6.161202,Not Available,0.537566,Not Available,Not Available,-0.05207,155.145,-2921874944,0.41527998,Not Available,0.142,Not Available,118196011008,22.578,Not Available,40078000000.0,Not Available,BPYPN,
35.96627,11.879368,1.878504,Not Available,15.27,0.05412,42.669,292785504,0.19570999,2.782333,1.178,Not Available,10072241152,15.617,Not Available,1727572000.0,Not Available,TFX,
34.728245,30.98688,5.787422,Not Available,15.96,0.18386999,13.846,-430515136,0.14864,4.0832076,1.14,Not Available,13209082880,18.979,Not Available,Not Available,Not Available,SAIA,
1100.6875,92.689476,12.396874,Not Available,3.39,0.01288,43.508,-69083504,-0.04619,19.089844,1.462,Not Available,14314859520,-439.173,Not Available,,Not Available,CYBR,
Not Available,22.696678,2.7608,Not Available,4.36,-0.00863,50.88,281468736,0.073850006,3.0387197,1.371,Not Available,21134897152,26.413,Not Available,4026448000.0,Not Available,COHR,
10.759999,6.7618747,0.9446109,Not Available,5.95,0.09493,59.793,849750016,0.053790003,0.27311772,0.749,Not Available,18532257792,4.804,Not Available,4175000000.0,Not Available,MGA,
18.58921,24.05311,16.282028,Not Available,3.69,0.70342004,6.913,1143059456,0.07934,6.332491,0.785,Not Available,16179828736,84.815,Not Available,,Not Available,DOCU,
19.950716,18.646358,6.515238,Not Available,7.02,0.40596,99.191,280077248,0.24021,3.3388834,2.077,Not Available,10517321728,12.253,Not Available,1259522000.0,Not Available,WMS,
12.676361,11.342756,2.4087775,Not Available,11.79,0.20601,36.534,-33375000,0.11092,1.4327484,0.907,Not Available,11660631040,8.689,Not Available,1475000000.0,Not Available,AFG,
Not Available,-15.629528,1.8576872,Not Available,0.22,-0.06349,97.258,1042625024,0.30093,0.9622016,0.299,Not Available,31742490624,10.897,Not Available,14181000000.0,Not Available,BEPC,
56.21053,54.14449,10.273182,Not Available,1.95,0.22604999,19.542,116610752,0.12376001,13.284069,2.419,Not Available,11497960448,114.289,Not Available,203849000.0,Not Available,MMYT,
31.707317,30.520252,1.0796146,Not Available,1.31,0.03536,39.701,199350000,0.39826,9.947763,0.308,Not Available,12502397952,21.259,Not Available,2225914000.0,Not Available,REXR,
