Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Operating Margin,Price to Sales Ratio,Quick Ratio,Interest Coverage Ratio,Enterprise Value,Enterprise Value to EBITDA,PEG Ratio,Total Debt,Total Stockholder Equity,Symbol,Error
,,,,,,,,,,,,,,,,,KBR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,WEX,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,X,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FSV,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,COLD,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CIEN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BFAM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MOS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DBX,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AYI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,COTY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,WCC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,U,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CROX,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ASTS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FCN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CBSH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AIT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MLI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,HALO,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ITCI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,VNOM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FLR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FMC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RGEN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,EXEL,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AAON,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ESTC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,WBA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,INFA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,WBS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BERY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LEVI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,PAAS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CELH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,KT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SSD,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ADC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AXTA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CMA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GAP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ALSN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ATI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AUR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BRBR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CIB,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BRFS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LBTYK,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,PFH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ALV,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CMSA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LIF,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ALTR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UFPI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,VOYA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LAD,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DTM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CMSD,Expecting value: line 1 column 1 (char 0)
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CMSC,
17.506756,13.221074,1.5347707,Not Available,1.91,0.09133001,32.538,281376736,0.08026,0.99220926,1.795,Not Available,6318072832,5.921,Not Available,1071832000.0,Not Available,AMKR,
15.194352,13.063803,5.3897824,Not Available,6.93,0.45528,52.666,246266496,0.35312998,4.2488112,1.525,Not Available,6114536960,11.157,Not Available,561670000.0,Not Available,LNTH,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CHKEZ,
Not Available,-4.5706196,0.22516274,Not Available,-2.25,-0.20661,103.004,503350016,0.05886,0.55238885,1.051,Not Available,19763595264,8.963,Not Available,14959100000.0,Not Available,LBTYA,
15.388889,12.850467,1.2879894,Not Available,7.64,0.089329995,Not Available,Not Available,0.47073,6.0511365,Not Available,Not Available,8320453632,Not Available,Not Available,381594000.0,Not Available,SSB,
Not Available,-10.409777,4.3150907,Not Available,-4.05,-0.47180998,5.536,-306128000,-845.9528,10034.22,13.977,Not Available,5314784256,-8.551,Not Available,Not Available,Not Available,RVMD,
43.231976,19.65311,5.5445666,Not Available,9.68,0.11257,101.17,62223376,0.07532,1.5323607,0.806,Not Available,10327764992,18.204,Not Available,1500843000.0,Not Available,CIGI,
Not Available,-23.063122,3.9919307,Not Available,-1.51,-0.15496,0.135,-44290000,Not Available,Not Available,36.225,Not Available,2709192960,Not Available,Not Available,Not Available,Not Available,VKTX,
305.33334,20.323263,6.502218,Not Available,1.85,0.021329999,369.989,476955488,0.24706,2.8141274,0.72,Not Available,10655108096,16.308,Not Available,3538516000.0,Not Available,WSC,
19.820717,14.299141,4.983472,Not Available,4.81,0.23708999,102.075,371552512,0.22388001,2.3896103,0.891,Not Available,9159258112,11.639,Not Available,685000000.0,Not Available,GIL,
Not Available,18.08373,1.014295,Not Available,4.96,-0.013099999,7.502,340875008,-0.061929997,1.1553878,1.126,Not Available,6756719104,11.261,Not Available,199000000.0,Not Available,WFG,
63.466667,24.00121,9.650278,Not Available,4.81,0.21954,274.108,371087488,0.09415,3.2687297,2.48,Not Available,9712856064,21.235,Not Available,1750200000.0,Not Available,FOUR,
14.354098,12.737223,1.3251408,Not Available,3.67,0.09762,63.897,-434516992,0.18047,1.3023187,0.937,Not Available,6109108736,8.863,Not Available,1342548000.0,Not Available,ACHC,
22.927343,15.761124,1.4975086,Not Available,7.63,0.06875,Not Available,Not Available,0.41493,5.973777,Not Available,Not Available,9384247296,Not Available,Not Available,2563107000.0,Not Available,PNFP,
Not Available,113.847244,4.2679663,Not Available,0.2,-0.17473,1.232,143877504,-0.39751998,9.916045,1.468,Not Available,8409948160,-29.695,Not Available,,Not Available,S,
48.12162,33.63686,3.8044875,Not Available,1.05,0.08397,18.593,267375008,0.09236,2.9616787,1.627,Not Available,9677178880,25.533,Not Available,349000000.0,Not Available,DRS,
7.9925747,7.027755,1.1471508,Not Available,4.66,0.15923999,74.606,621000000,0.08437,0.49839953,1.407,Not Available,9996819456,5.312,Not Available,3707000000.0,Not Available,BWA,
5.6090736,Not Available,1.4067153,Not Available,Not Available,0.13928,73.542,-5721500160,0.11991999,1.0847639,1.591,Not Available,4791650304,3.269,Not Available,3743000000.0,Not Available,BNT,
7.292308,7.686775,0.57961637,Not Available,21.64,0.17192,27.268,-350566624,0.14986,0.9062717,1.669,Not Available,3455333376,3.375,Not Available,1008215000.0,Not Available,MTH,
61.747128,42.934784,10.439177,Not Available,1.19,0.19,1.404,184344000,0.40682998,19.404305,7.08,Not Available,9237014528,44.432,Not Available,Not Available,Not Available,DOCS,
Not Available,35.062004,12.756438,Not Available,1.57,-0.070089996,6.446,267355744,-0.01897,7.583991,1.358,Not Available,7134603776,-133.362,Not Available,Not Available,Not Available,SMAR,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,GJS,
Not Available,9.167369,0.7195147,Not Available,1.89,-0.00944,5.597,-7649512448,0.19670999,1.3130361,0.75,Not Available,12738567168,12.097,Not Available,8611300000.0,Not Available,IVZ,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BEPJ,
34.29293,13.800813,1.8769351,Not Available,0.88,0.05361,88.006,370179360,0.35491002,8.403615,0.58,Not Available,9116548096,16.528,Not Available,2222046000.0,Not Available,STAG,
19.56336,14.155973,2.125593,Not Available,9.93,0.11735,67.646,559628096,0.19084999,1.9742973,1.576,Not Available,9461927936,11.462,Not Available,2380373000.0,Not Available,MIDD,
Not Available,Not Available,0.232091,Not Available,Not Available,-0.20661,103.004,503350016,0.05886,0.5523879,1.051,Not Available,19892203520,9.021,Not Available,14959100000.0,Not Available,LBTYB,
303.09195,69.48463,9.160674,Not Available,3.78,0.03129,20.528,125270624,0.117469996,8.696013,3.049,Not Available,10055875584,98.076,Not Available,Not Available,Not Available,PEN,
261.1087,15.477834,3.3708465,Not Available,7.85,0.012309999,210.967,539875008,0.14955,2.2808325,1.882,Not Available,12281275392,14.1,Not Available,4696000000.0,Not Available,MKSI,
138.48572,35.56909,9.320557,Not Available,3.98,0.07412,46.253,89425752,0.13868,14.816183,6.356,Not Available,10466707456,70.428,Not Available,448281000.0,Not Available,MTSI,
Not Available,43.002052,Not Available,Not Available,0.7,-0.06442,61.714,144687504,0.00493,3.5057511,0.626,Not Available,12100776960,29.229,Not Available,5940400000.0,Not Available,AS,
Not Available,-17.287794,4.7981777,Not Available,-4.24,-0.29568002,Not Available,-81207248,Not Available,Not Available,22.849,Not Available,4220317184,Not Available,Not Available,,Not Available,NUVL,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CHKEL,
32.70776,32.74948,8.704581,Not Available,2.18,0.30207002,11.976,42780624,0.23235,6.5063915,0.609,Not Available,7768208384,20.873,Not Available,Not Available,Not Available,TREX,
Not Available,-9.014604,0.3774851,Not Available,-2.75,-0.21420999,142.0,87038496,-0.04132,0.48216575,0.237,Not Available,34413154304,25.549,Not Available,19717266000.0,Not Available,SATS,
21.94276,31.906818,Not Available,Not Available,2.33,0.18235001,113.379,168175632,0.18739,2.6929247,0.228,Not Available,12129058816,22.801,Not Available,3562809000.0,Not Available,KNTK,
29.317074,12.685883,0.9108821,Not Available,0.94,0.032390002,66.794,948499968,-0.00485,1.3341093,1.055,Not Available,9809120256,11.21,Not Available,5736000000.0,Not Available,ELAN,
8.698012,7.297161,1.1910332,Not Available,9.29,0.14969,38.834,-252436368,0.15704,0.8676996,0.445,Not Available,8780054528,7.516,Not Available,2017102000.0,Not Available,TMHC,
91.82693,48.652256,8.651538,Not Available,3.9,0.10782,1.588,122343000,0.15622,11.728077,1.786,Not Available,6982896640,55.268,Not Available,Not Available,Not Available,SPSC,
20.6125,13.764378,3.7265534,Not Available,1.01,0.18226999,148.911,247547008,0.56439996,6.9044213,1.077,Not Available,Not Available,Not Available,Not Available,,Not Available,AM,
20.535,13.562736,2.5617516,Not Available,2.97,0.13164,47.276,102744248,0.18275999,4.253088,0.375,Not Available,11460387840,10.23,Not Available,1774229000.0,Not Available,RRC,
Not Available,-217.68422,1.9253328,Not Available,-0.13,-0.01347,144.391,481746496,0.15996,4.590145,4.292,Not Available,18266099712,22.903,Not Available,7676452000.0,Not Available,VNO,
Not Available,231.17282,13.916423,Not Available,0.11,Not Available,4.333,Not Available,-1.97593,14.616355,2.335,Not Available,4245935616,-15.803,Not Available,,Not Available,OS,
39.494682,24.287327,5.0677404,Not Available,6.3,0.14123,57.9,212850000,0.16911,3.586303,1.127,Not Available,7543761408,19.007,Not Available,523100000.0,Not Available,SPXC,
13.538043,10.142508,1.240013,Not Available,9.98,0.10363,Not Available,Not Available,0.3101,2.712684,Not Available,Not Available,7690333696,Not Available,Not Available,986948000.0,Not Available,BPOP,
43.500004,7.377675,Not Available,Not Available,2.02,Not Available,Not Available,445375008,0.049099997,0.22393419,0.422,Not Available,42228785152,8.334,Not Available,29270000000.0,Not Available,AAL,
14.17104,13.206287,1.4995892,Not Available,10.21,0.11093,Not Available,Not Available,0.41459,3.982909,Not Available,Not Available,9323337728,Not Available,Not Available,3649886000.0,Not Available,WTFC,
Not Available,25.011889,6.5513425,Not Available,0.92,-0.22331,524.646,-601015872,0.10318,0.9129827,0.465,Not Available,16101135360,20.448,Not Available,4702284000.0,Not Available,VFC,
17.721535,16.728214,2.294454,Not Available,8.61,0.14863,Not Available,Not Available,0.36595002,4.6745744,Not Available,Not Available,4668289536,Not Available,Not Available,222618000.0,Not Available,CFR,
7.447368,0.94182634,0.10671191,Not Available,0.52,0.09149,24.909,1894686976,0.11063,0.08735168,1.464,Not Available,11118171136,1.255,Not Available,9120678000.0,Not Available,GGB,
46.111607,25.743435,6.201555,Not Available,7.83,0.1472,42.324,116300000,0.15788999,3.6444254,1.771,Not Available,10849451008,21.42,Not Available,694200000.0,Not Available,CRS,
56.16129,35.70098,Not Available,Not Available,2.92,Not Available,Not Available,128942000,0.29795,8.422179,1.638,Not Available,11003793408,23.251,Not Available,1962874000.0,Not Available,PLNT,
23.712013,20.414902,5.8994026,Not Available,8.11,0.27843,55.148,256005120,0.23077999,3.5707636,1.373,Not Available,6894192128,14.434,Not Available,575170000.0,Not Available,MSA,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CGABL,
21.485605,16.579603,2.060296,Not Available,6.79,0.094680004,Not Available,273935744,-0.53055,1.9693148,0.942,Not Available,Not Available,Not Available,Not Available,1008527000.0,Not Available,KEX,
17.09912,24.339695,2.0340624,Not Available,6.38,0.27533,6.657,409548640,0.24937001,4.031225,0.399,Not Available,3409574400,6.45,Not Available,100000000.0,Not Available,RLI,
19.77797,20.21124,4.8281517,Not Available,5.49,0.26326,22.329,370750016,0.16205,2.7650125,1.591,Not Available,8097076224,12.14,Not Available,347000000.0,Not Available,LPX,
16.816631,13.6097975,1.0206406,Not Available,5.81,0.0618,Not Available,Not Available,0.56905,6.5381756,Not Available,Not Available,9467635712,Not Available,Not Available,3725000000.0,Not Available,PB,
12.392857,13.082112,3.3220413,Not Available,3.45,0.30111,77.585,385480640,0.14877,1.7055176,1.732,Not Available,8785495040,11.449,Not Available,824720000.0,Not Available,G,
Not Available,6.3117657,0.41195348,Not Available,1.63,-0.30080998,91.924,16873124864,0.10816,0.2547314,0.938,Not Available,20549834752,6.576,Not Available,14601000000.0,Not Available,PARA,
57.14216,54.33334,11.426191,Not Available,1.06,0.21556999,3.006,121760376,0.11351,14.294267,2.515,Not Available,7943346688,57.125,Not Available,,Not Available,LSCC,
20.886793,15.738561,2.9858665,Not Available,11.22,0.17881,74.846,511205504,0.048270002,0.594928,1.149,Not Available,6278619648,11.667,Not Available,592517000.0,Not Available,NSIT,
13.220958,11.729802,1.4419518,Not Available,4.89,0.11863,Not Available,Not Available,0.37997,2.8482218,Not Available,Not Available,9159158784,Not Available,Not Available,538000000.0,Not Available,ZION,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SWN,
Not Available,87.456055,5.6389623,Not Available,0.35,-0.12294,Not Available,68487128,-0.26218998,11.182897,3.519,Not Available,5514048000,-27.151,Not Available,Not Available,Not Available,HCP,
12.905941,11.416566,6.3591576,Not Available,10.84,0.50931,72.951,459909248,0.15507,1.4078093,0.812,Not Available,8058720256,9.866,Not Available,222119000.0,Not Available,ANF,
70.420456,11.923039,1.2534639,Not Available,5.7,0.01948,58.077,233237504,-0.07695,1.0869945,0.488,Not Available,6360852992,14.195,Not Available,1093900000.0,Not Available,FAF,
Not Available,114.53661,23.756907,Not Available,1.15,Not Available,Not Available,Not Available,-0.07867,69.16027,10.361,Not Available,20256026624,-193.893,Not Available,Not Available,Not Available,ALAB,
Not Available,25.678448,3.6758895,Not Available,0.44,-0.058920003,4.505,425849760,-0.28691,5.175824,3.339,Not Available,6561095168,-40.454,Not Available,Not Available,Not Available,PATH,
30.211893,18.704258,3.1930692,Not Available,3.81,0.08917,1.969,241768496,0.14148,6.1695027,3.795,Not Available,5954911744,18.489,Not Available,Not Available,Not Available,DLB,
8.363768,8.210634,1.0865103,Not Available,6.94,0.14104,8.752,311086240,0.71356004,5.1754527,2.055,Not Available,5483296256,6.063,Not Available,Not Available,Not Available,ESNT,
93.963295,27.633432,4.3346877,Not Available,3.69,0.051459998,53.659,-192961248,0.2024,8.075465,3.601,Not Available,9650330624,28.6,Not Available,874972000.0,Not Available,HQY,
Not Available,-147.2474,12.888577,Not Available,-1.1,-0.26099002,23.897,-30490124,-0.25509,23.92954,4.448,Not Available,8515845632,-105.567,Not Available,282773000.0,Not Available,GKOS,
176.35956,101.744354,7.458304,Not Available,1.42,0.04499,41.546,-104200752,0.047509998,8.210387,3.805,Not Available,7768112640,78.179,Not Available,393074000.0,Not Available,FRPT,
19.506735,12.77993,3.375477,Not Available,9.01,0.16724001,143.077,342624992,0.07481,0.77619565,0.769,Not Available,8413036032,13.084,Not Available,2022000000.0,Not Available,SAIC,
44.995575,15.063847,1.829615,Not Available,6.75,0.03777,94.037,438887488,0.04859,0.60361826,0.484,Not Available,11524378624,8.082,Not Available,1377200000.0,Not Available,AGCO,
29.242575,21.055573,9.180914,Not Available,8.39,0.20747,293.199,385674368,-0.70629,2.299487,0.627,Not Available,10184300544,12.432,Not Available,2721597000.0,Not Available,MTN,
10.348251,11.097313,3.9992433,Not Available,7.91,0.54082,133.923,520000000,0.17246,0.9713627,1.331,Not Available,6282521088,4.836,Not Available,1679000000.0,Not Available,WFRD,
69.681816,19.223776,7.5517244,Not Available,0.77,Not Available,190.945,Not Available,0.11857,1.0548,Not Available,Not Available,13231030272,10.133,Not Available,4471000000.0,Not Available,ENLC,
Not Available,-39.707016,1.0632257,Not Available,-0.42,-0.09401,94.233,271479552,0.0359,4.580044,0.043,Not Available,11177892864,14.17,Not Available,4645061000.0,Not Available,HR,
17.164307,5.5380874,1.7560282,Not Available,21.56,0.12092,148.749,1049404480,0.24665001,1.8348151,3.245,Not Available,10912163840,7.186,Not Available,5107988000.0,Not Available,JAZZ,
19.127659,15.18143,1.597725,Not Available,6.31,0.088640004,161.762,630499968,0.10705,0.79874307,1.019,Not Available,12369618944,9.529,Not Available,6811600000.0,Not Available,POST,
12.989979,9.37701,1.028705,Not Available,12.68,0.08453,54.225,982239360,0.03031,0.21533014,1.0,Not Available,9232713728,7.607,Not Available,2153553000.0,Not Available,ARW,
160.0,28.078619,3.6094103,Not Available,0.41,0.025510002,43.586,220800880,0.12029,7.9294977,2.835,Not Available,7594048000,40.282,Not Available,767504000.0,Not Available,CCCS,
394.5,127.77328,9.193662,Not Available,0.67,Not Available,79.452,Not Available,0.23466,19.486069,2.077,Not Available,7634065920,59.029,Not Available,528582000.0,Not Available,LOAR,
33.631866,33.61857,1.6725872,Not Available,1.64,0.05212,18.634,186276992,0.39336,16.622198,2.229,Not Available,6537805824,30.218,Not Available,771563000.0,Not Available,TRNO,
61.399998,24.93002,2.0609722,Not Available,2.1,0.04364,65.584,94081504,0.17483,2.4438987,2.431,Not Available,11343566848,13.463,Not Available,2283639000.0,Not Available,SUM,
12.497231,7.9218407,1.3640624,Not Available,11.51,0.11615,24.749,1739797120,0.20864001,1.2649561,0.197,Not Available,8494919168,10.14,Not Available,1399504000.0,Not Available,AXS,
15.499314,12.4458065,1.2908422,Not Available,8.5,0.09009,Not Available,Not Available,0.3556,3.6135755,Not Available,Not Available,6304878080,Not Available,Not Available,7821042000.0,Not Available,BOKF,
15.4800005,15.407717,2.7561297,Not Available,1.75,0.186,87.797,395624992,0.15165,1.5465513,0.843,Not Available,7395853824,10.52,Not Available,1832000000.0,Not Available,REYN,
Not Available,77.37337,9.35529,Not Available,0.35,-0.40745997,119.16,182993632,-0.37435,9.564668,3.997,Not Available,8011304960,-22.582,Not Available,1088313000.0,Not Available,CFLT,
17.17687,15.127845,2.7832124,Not Available,6.66,0.18028,7.915,419618112,0.24333,2.814888,3.5,Not Available,5041479168,11.255,Not Available,Not Available,Not Available,CRUS,
Not Available,-8.819339,Not Available,Not Available,-5.39,Not Available,Not Available,-242420992,-304.10583,1676.9061,9.215,Not Available,5294505472,-10.358,Not Available,607373000.0,Not Available,CYTK,
14.798942,13.585254,2.6312323,Not Available,2.1,0.18513,0.222,223275424,0.20661,2.6945307,1.965,Not Available,6166525440,10.348,Not Available,Not Available,Not Available,GNTX,
10.652675,9.9068575,3.0973601,Not Available,18.56,0.32007998,369.155,-564212480,0.046040002,0.27904904,0.169,Not Available,16037659648,10.643,Not Available,3377500000.0,Not Available,AN,
77.90196,42.31773,4.3487306,Not Available,0.96,0.05829,4.925,72581504,0.13446,7.730327,2.652,Not Available,6603604992,52.439,Not Available,Not Available,Not Available,CGNX,
9.307767,8.648562,1.5206116,Not Available,10.83,0.17764999,37.465,-34012500,0.09769,0.588531,0.762,Not Available,7613681152,6.037,Not Available,597500000.0,Not Available,OSK,
8.643109,8.878402,1.1837584,Not Available,2.78,0.15032,12.17,632694976,0.85831,5.2067537,2.412,Not Available,6552993792,6.424,Not Available,643196000.0,Not Available,MTG,
25.789091,24.25992,4.8836246,Not Available,2.93,0.1864,16.213,224114368,0.041339997,1.2439404,1.111,Not Available,6866148864,23.077,Not Available,Not Available,Not Available,RHI,
40.93401,41.125336,25.394426,Not Available,3.9,0.77225,4.502,245980624,0.08073,7.8527136,1.063,Not Available,6761556992,73.462,Not Available,Not Available,Not Available,CVLT,
29.833902,26.787224,6.059331,Not Available,6.79,0.20177999,12.238,231888880,0.05183,1.2748489,2.155,Not Available,5748795392,17.885,Not Available,,Not Available,LSTR,
24.8741,23.130314,4.0945425,Not Available,8.97,0.17784001,12.658,228987504,0.18212,3.0606885,1.433,Not Available,6822304256,15.239,Not Available,298300000.0,Not Available,WTS,
14.531365,19.963703,1.6944195,Not Available,2.06,0.16434,80.775,-1591621248,0.1693,0.23380324,0.652,Not Available,37460525056,15.592,Not Available,2759300000.0,Not Available,ERJ,
8.03432,7.5607395,1.2486895,Not Available,9.1,0.15727,42.959,82568752,0.11472999,0.742206,0.788,Not Available,6037176320,7.488,Not Available,1689898000.0,Not Available,KBH,
16.415257,9.81898,0.99881405,Not Available,1.97,0.05487,247.606,Not Available,-0.29978,15.393493,7.016,Not Available,24873351168,Not Available,Not Available,7819169000.0,Not Available,STWD,
11.420382,11.321589,2.611799,Not Available,1.59,0.25217,114.026,618644864,0.27857,1.1281426,1.695,Not Available,7954439168,8.476,Not Available,2329986000.0,Not Available,MAT,
18.023102,10.124831,1.6092055,Not Available,4.62,0.07237,Not Available,Not Available,0.43636,4.403445,Not Available,Not Available,8892594176,Not Available,Not Available,1232534000.0,Not Available,SNV,
727.0,8.969218,1.6840398,Not Available,0.8,0.00401,200.656,528334016,0.26365,1.2601725,0.409,Not Available,14251939840,5.862,Not Available,7523349000.0,Not Available,ADT,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SQSP,
Not Available,4.430556,0.6771702,Not Available,20.7,-0.08904,48.648,-1662000000,0.29137,1.7078235,0.132,Not Available,9748123648,Not Available,Not Available,4025000000.0,Not Available,JXN,
45.919617,34.623375,3.9693701,Not Available,3.88,0.09082,58.636,160412496,0.05783,1.4343274,1.029,Not Available,7337013760,20.535,Not Available,367600000.0,Not Available,SITE,
48.04808,30.073242,5.19061,Not Available,1.37,0.11604,49.235,239012880,0.17434,4.840306,1.943,Not Available,7060032000,19.783,Not Available,429668000.0,Not Available,AZEK,
21.777779,16.731173,7.6544557,Not Available,11.86,0.37855998,134.966,281387488,0.13253,1.8774548,2.377,Not Available,6044366848,12.401,Not Available,835100000.0,Not Available,IBP,
68.62162,29.300167,9.827373,Not Available,4.31,0.1736,41.4,33591248,0.09273,5.8730264,0.783,Not Available,7355723264,44.608,Not Available,161819000.0,Not Available,ELF,
Not Available,-8.455333,16.795252,Not Available,-0.64,-1.6673199,5502.924,1292999936,0.05092,0.4319964,0.988,Not Available,21923837952,6.608,Not Available,19831000000.0,Not Available,LUMN,
9.007353,10.146692,Not Available,Not Available,3.52,Not Available,Not Available,629124992,0.11991999,1.0779237,0.441,Not Available,11579927552,7.385,Not Available,4388000000.0,Not Available,BBWI,
5.785185,10.514341,0.94022745,Not Available,1.56,0.17694001,36.848,648499968,0.08854,0.6824809,1.55,Not Available,7545494528,6.829,Not Available,1712000000.0,Not Available,NOV,
1013.5454,107.40124,4.608929,Not Available,1.04,0.00535,76.825,70416000,0.093059994,4.7395024,2.387,Not Available,7713456128,23.956,Not Available,1007662000.0,Not Available,CWST,
8.435185,7.932194,1.6341646,Not Available,8.0,0.22501,70.703,-86605000,0.49011,2.5669954,0.652,Not Available,11762252800,5.012,Not Available,2206627000.0,Not Available,MTDR,
23.807339,16.856123,2.5754268,Not Available,1.62,0.11321,79.036,263050000,0.14729,2.6117494,2.232,Not Available,7857420288,15.787,Not Available,1921000000.0,Not Available,ESI,
Not Available,21.174604,0.92759824,Not Available,1.19,-0.052270003,69.494,137124992,0.05435,1.3052021,0.722,Not Available,10485567488,16.513,Not Available,4532000000.0,Not Available,BLCO,
29.931965,22.859804,2.2487872,Not Available,9.98,0.07829,36.143,236403376,0.15718001,2.6359267,2.208,Not Available,6083871744,14.528,Not Available,857915000.0,Not Available,LFUS,
22.655737,7.443233,3.6814065,Not Available,1.79,Not Available,469.358,Not Available,0.00071999995,0.6025817,1.569,Not Available,4752881152,19.089,Not Available,715708000.0,Not Available,PACS,
13.569445,6.3131237,0.14854571,Not Available,1.43,0.22915001,5.617,4889874944,0.23087999,0.099209465,0.943,Not Available,3838769920,0.204,Not Available,1785000000.0,Not Available,HMY,
53.524876,43.71286,10.704443,Not Available,4.9,0.21948,1.11,111110248,0.19483,7.872822,2.728,Not Available,6075899904,33.379,Not Available,Not Available,Not Available,BMI,
